# Wordlist

# DATA
ID	CONCEPT	DOCULECT	VALUE	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	LEXSTATID
16066	abstinence	FBCBiya8	ɪ̀bǎːn ~ɪ̀bànlə́ / ɪ̀bànlə́	ɪ.¹/ɪ b aː.¹⁵/aː n	7 1 7 4	XBYN	IPAN	13	13.I.V 13.P.C 13.A.V 13.N.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪbaː.¹⁵/aːn	0	59	49
16067	abstinence	ICNBiya2	ba᷇ːm / ø	b aː.⁵³/aː m	1 7 4	AXN	PAM	14	14.P.C 14.A.V 14.M.c	2.0 1.5 0.8	baː.⁵³/aːm	0	60	50
#
5648	aerial yam	NMAAbar1	ɪ̀zʊ̌ / ìzʊ́	ɪ.¹/ɪ z ʊ.¹⁵/ʊ	7 3 7	XBZ	ISY	42	42.I.V 42.S.C 42.Y.V	1.5 1.75 0.8	ɪ.¹/ɪzʊ.¹⁵/ʊ	1	62	52
5649	aerial yam	NACAbar2	ɪ̀dzʊ́ / mə̀ndzʊ́	ɪ.¹/ɪ d z ʊ.⁵/ʊ	7 1 3 7	XBCZ	ITSY	31	31.I.V 31.T.C 31.S.C 31.Y.V	1.5 1.75 1.5 0.8	ɪ.¹/ɪdzʊ.⁵/ʊ	0	63	52
5650	aerial yam	NVIAjumbu1	dzə̀ / ádzə̂	d z ə.¹/ə	1 3 7	ACX	TSE	49	49.T.C 49.S.C 49.E.V	2.0 1.5 1.5	dzə.¹/ə	0	63	52
5651	aerial yam	KMNAjumbu2	dzə̀ / ádzə̂	d z ə.¹/ə	1 3 7	ACX	TSE	25	25.T.C 25.S.C 25.E.V	2.0 1.5 1.5	dzə.¹/ə	1	63	52
5652	aerial yam	LFNMundabli1	dzɪ̂ ~dzɪ̀ / dzɪ̀ːkó ~dzɪ̀	d z ɪ.⁵¹/ɪ	1 3 7	ACX	TSI	26	26.T.C 26.S.C 26.I.V	2.0 1.5 1.5	dzɪ.⁵¹/ɪ	0	63	52
5653	aerial yam	NINMundabli4	dìː / dìːyə́	d iː.¹/iː	1 7	AX	TI	39	39.T.C 39.I.V	2.0 1.5	diː.¹/iː	0	64	52
5654	aerial yam	NEAMunken1	ìzó / kìzó	i.¹/i z o.⁵/o	7 3 7	XBZ	ISU	35	35.I.V 35.S.C 35.U.V	1.5 1.75 0.8	i.¹/izo.⁵/o	0	62	52
5655	aerial yam	TNTMunken2	ɪ̀zʊ́ ~ìdzʊ̀dzʊ́ / àzʊ̀zʊ̀,  ìzùzù~ àdzʊ̀dzʊ́	ɪ.¹/ɪ z ʊ.⁵/ʊ	7 3 7	XBZ	ISY	51	51.I.V 51.S.C 51.Y.V	1.5 1.75 0.8	ɪ.¹/ɪzʊ.⁵/ʊ	0	62	52
5656	aerial yam	WCANgun1	ízʊ́ / àzʊ́	i.⁵/i z ʊ.⁵/ʊ	7 3 7	XBZ	ISY	52	52.I.V 52.S.C 52.Y.V	1.5 1.75 0.8	i.⁵/izʊ.⁵/ʊ	0	62	52
5657	aerial yam	AOMNgun2	àzʊ́ / mə̀zʊ́ ~mwɛ̀zʊ́	a.¹/a z ʊ.⁵/ʊ	7 3 7	XBZ	ASY	3	3.A.V 3.S.C 3.Y.V	1.5 1.75 0.8	a.¹/azʊ.⁵/ʊ	0	62	52
5658	aerial yam	APBMumfu1	dzɛ̂ː / dzɛ̂ːyə̌	d z ɛː.⁵¹/ɛː	1 3 7	ACX	TSE	4	4.T.C 4.S.C 4.E.V	2.0 1.5 1.5	dzɛː.⁵¹/ɛː	0	63	52
5659	aerial yam	DNMMumfu2	zɛ̀ː /  zɛ᷇ːkə̄	z ɛː.¹/ɛː	3 7	AX	SE	9	9.S.C 9.E.V	2.0 1.5	zɛː.¹/ɛː	0	62	52
5660	aerial yam	BKBMashi2	túk / tūːk	t u.¹/u k	1 7 1	AXN	TYK	6	6.T.C 6.Y.V 6.K.c	2.0 1.5 0.8	tu.¹/uk	0	64	53
5661	aerial yam	KFKMashi1	tú / tʊ́k	t u.¹/u	1 7	AX	TY	22	22.T.C 22.Y.V	2.0 1.5	tu.¹/u	0	64	53
5662	aerial yam	AGAMissong2	kɪ́yu᷇ː / bíyu᷇ː	k ɪ.⁵/ɪ j uː.⁵³/uː	1 7 6 7	AXBZ	KIJY	2	2.K.C 2.I.V 2.J.C 2.Y.V	2.0 1.5 1.75 0.8	kɪ.⁵/ɪjuː.⁵³/uː	0	61	51
16071	aerial yam	NFKBiya7	ɪ̀dzʊ́ / àdzʊ́	ɪ.¹/ɪ d z ʊ.⁵/ʊ	7 1 3 7	XBCZ	ITSY	37	37.I.V 37.T.C 37.S.C 37.Y.V	1.5 1.75 1.5 0.8	ɪ.¹/ɪdzʊ.⁵/ʊ	0	63	52
16072	aerial yam	FBCBiya8	ɪ̀dzʊ́ / àdzʊ́	ɪ.¹/ɪ d z ʊ.⁵/ʊ	7 1 3 7	XBCZ	ITSY	13	13.I.V 13.T.C 13.S.C 13.Y.V	1.5 1.75 1.5 0.8	ɪ.¹/ɪdzʊ.⁵/ʊ	0	63	52
#
523	aged person	KMNAjumbu2	ŋʊ̀tʃɪ̀lə́ / ànìàtʃìlə́	ŋ ʊ.¹/ʊ tʃ ɪ.¹/ɪ l ə.⁵/ə	4 7 1 7 5 7	AXBYBZ	NYTILE	25	25.N.C 25.Y.V 25.T.C 25.I.V 25.L.C 25.E.V	2.0 1.5 1.75 1.3 1.75 0.8	ŋʊ.¹/ʊtʃɪ.¹/ɪlə.⁵/ə	0	71	55
524	aged person	LFNMundabli1	ŋgə̄ / ŋgə̄mbɛ̂	ŋ g ə.³/ə	4 1 7	ACZ	NKE	26	26.N.C 26.K.C 26.E.V	2.0 1.5 0.8	ŋgə.³/ə	0	65	59
525	aged person	NINMundabli4	mòkʊ̌ / mbɛ̀ːbòkʊ́bó	m o.¹/o k ʊ.¹⁵/ʊ	4 7 1 7	AXBZ	MUKY	39	39.M.C 39.U.V 39.K.C 39.Y.V	2.0 1.5 1.75 0.8	mo.¹/okʊ.¹⁵/ʊ	0	70	58
526	aged person	TNTMunken2	ʊ̀nɛ̀ʊ̀tàːlə́ ~ʊ̀nɛ̀ʊ̀də̀nnə́ / bə̀nɛ̂bə̀tàːlə́ ~ bə̀nɛ̂bə̀də́nnə́	ʊ.¹/ʊ n ɛ.¹/ɛ ʊ.¹/ʊ t aː.¹/aː l ə.⁵/ə	7 4 7 7 1 7 5 7	XBYYBYBZ	YNEYTALE	51	51.Y.V 51.N.C 51.E.V 51.Y.V 51.T.C 51.A.V 51.L.C 51.E.V	1.5 1.75 1.3 1.3 1.75 1.3 1.75 0.8	ʊ.¹/ʊnɛ.¹/ɛʊ.¹/ʊtaː.¹/aːlə.⁵/ə	0	71	55
527	aged person	WCANgun1	ɪ̀nòːɪ̀də̀nnə́ ~ʊ̀nòʊ̀də̀nə́ / bə̀nôbə́də́nnə́ ~ bə́nôbə́də́nnə́	ɪ.¹/ɪ n oː.¹/oː ɪ.¹/ɪ d ə.¹/ə n n ə.⁵/ə	7 4 7 7 1 7 4 4 7	XBYYBYMBZ	INUITENNE	52	52.I.V 52.N.C 52.U.V 52.I.V 52.T.C 52.E.V 52.N.c 52.N.C 52.E.V	1.5 1.75 1.3 1.3 1.75 1.3 1.1 1.75 0.8	ɪ.¹/ɪnoː.¹/oːɪ.¹/ɪdə.¹/ənnə.⁵/ə	0	71	55
528	aged person	AOMNgun2	ɪ́dɛ́n / bɛ̀dɛ́nə́ ~bídɛ́n	ɪ.⁵/ɪ d ɛ.⁵/ɛ n	7 1 7 4	XBYN	ITEN	3	3.I.V 3.T.C 3.E.V 3.N.c	1.5 1.75 1.3 0.8	ɪ.⁵/ɪdɛ.⁵/ɛn	0	67	55
529	aged person	APBMumfu1	màtɔ́ʔ~tyèkɔ́l / mbɛ̀bə̀tɔ́ʔ	m a.¹/a t ɔ.⁵/ɔ ʔ	4 7 1 7 1	AXBYN	MATUH	4	4.M.C 4.A.V 4.T.C 4.U.V 4.H.c	2.0 1.5 1.75 1.3 0.8	ma.¹/atɔ.⁵/ɔʔ	0	68	56
530	aged person	DNMMumfu2	màkʊ́ / mbɛ́bʊ̀kʊ́	m a.¹/a k ʊ.⁵/ʊ	4 7 1 7	AXBZ	MAKY	9	9.M.C 9.A.V 9.K.C 9.Y.V	2.0 1.5 1.75 0.8	ma.¹/akʊ.⁵/ʊ	0	70	58
531	aged person	BKBMashi2	mʊ̀wʊ́dʒʊ́n / bʊ́nɪ́bʊ́dʒʊ́n	m ʊ.¹/ʊ w ʊ.⁵/ʊ dʒ ʊ.⁵/ʊ n	4 7 6 7 1 7 4	AXBYBYN	MYWYTYN	6	6.M.C 6.Y.V 6.W.C 6.Y.V 6.T.C 6.Y.V 6.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	mʊ.¹/ʊwʊ.⁵/ʊdʒʊ.⁵/ʊn	0	67	57
532	aged person	KFKMashi1	ʊ́dʒʊ́n ~ ndʒʊ̀ / bʊ́nìbʊ́dʒʊ́n ~ bʊ́nɪ́bʊ́dʒʊ̂	ʊ.⁵/ʊ dʒ ʊ.⁵/ʊ n	7 1 7 4	XBYN	YTYN	22	22.Y.V 22.T.C 22.Y.V 22.N.c	1.5 1.75 1.3 0.8	ʊ.⁵/ʊdʒʊ.⁵/ʊn	0	67	57
533	aged person	ABSMissong1	nòʊ̀kʷù / bànɛ̂bàkʷùːlə́	n o.¹/o ʊ.¹/ʊ kʷ u.¹/u	4 7 7 1 7	AXYBZ	NUYKY	1	1.N.C 1.U.V 1.Y.V 1.K.C 1.Y.V	2.0 1.5 1.3 1.75 0.8	no.¹/oʊ.¹/ʊkʷu.¹/u	0	65	54
534	aged person	AGAMissong2	nōːʊ̀kûː / bànɛ̂bàkùːlə́	n oː.³/oː ʊ.¹/ʊ k uː.⁵¹/uː	4 7 7 1 7	AXYBZ	NUYKY	2	2.N.C 2.U.V 2.Y.V 2.K.C 2.Y.V	2.0 1.5 1.3 1.75 0.8	noː.³/oːʊ.¹/ʊkuː.⁵¹/uː	0	65	54
16073	aged person	NFKBiya7	ɪ̀də̀nlə́ / bìdə́nlə́	ɪ.¹/ɪ d ə.¹/ə n l ə.⁵/ə	7 1 7 4 5 7	XBYBCZ	ITENLE	37	37.I.V 37.T.C 37.E.V 37.N.C 37.L.C 37.E.V	1.5 1.75 1.3 1.75 1.5 0.8	ɪ.¹/ɪdə.¹/ənlə.⁵/ə	0	67	55
16074	aged person	FBCBiya8	ʊ̀nʊ̀ ʊ̀də̀nlə́~ʊ̀də̀nlə́ / bə̀nôbə̀də́nlə́~bə̀də́nlə́	ʊ.¹/ʊ n ʊ.¹/ʊ ʊ.¹/ʊ d ə.¹/ə n l ə.⁵/ə	7 4 7 7 1 7 4 5 7	XBYYBYBCZ	YNYYTENLE	13	13.Y.V 13.N.C 13.Y.V 13.Y.V 13.T.C 13.E.V 13.N.C 13.L.C 13.E.V	1.5 1.75 1.3 1.3 1.75 1.3 1.75 1.5 0.8	ʊ.¹/ʊnʊ.¹/ʊʊ.¹/ʊdə.¹/ənlə.⁵/ə	0	71	55
#
11935	air	NVBAbar7	ʊ́gbáhá / ɪ̀gbáhákî	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	48	48.Y.V 48.K.C 48.A.V 48.H.C 48.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	0	72	60
11936	air	ECLAbar8	ʊ̀gbáhá / kɪ̀gbáhá	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	11	11.Y.V 11.K.C 11.A.V 11.H.C 11.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.¹/ʊgba.⁵/aha.⁵/a	0	72	60
11937	air	NMAAbar1	ʊ́gbáhá / kígbáhá	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	42	42.Y.V 42.K.C 42.A.V 42.H.C 42.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	0	72	60
11938	air	NACAbar2	ʊ́gbáhá~ʊ́báhá/ kígbáhá	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	31	31.Y.V 31.K.C 31.A.V 31.H.C 31.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	0	72	60
11939	air	NEMAjumbu9	ŋ̩̀vùlə́ / àŋ̩̀vùlə́	ŋ.¹/ŋ v u.¹/u l ə.⁵/ə	4 3 7 5 7	ACYBZ	NBYLE	36	36.N.C 36.B.C 36.Y.V 36.L.C 36.E.V	2.0 1.5 1.3 1.75 0.8	ŋ.¹/ŋvu.¹/ulə.⁵/ə	0	89	67
11940	air	NVIAjumbu1	m̀vùlə́ / bə̀mvʊ̀lə́~bə̀àmvùlə́~àmvùlə́	m.¹/m v u.¹/u l ə.⁵/ə	4 3 7 5 7	ACYBZ	MBYLE	49	49.M.C 49.B.C 49.Y.V 49.L.C 49.E.V	2.0 1.5 1.3 1.75 0.8	m.¹/mvu.¹/ulə.⁵/ə	0	89	67
11941	air	KMNAjumbu2	m̀vùːlə́ / àmvúːlə́	m.¹/m v uː.¹/uː l ə.⁵/ə	4 3 7 5 7	ACYBZ	MBYLE	25	25.M.C 25.B.C 25.Y.V 25.L.C 25.E.V	2.0 1.5 1.3 1.75 0.8	m.¹/mvuː.¹/uːlə.⁵/ə	0	89	67
11942	air	KDCAjumbu10	ⁿvùlə́ / àⁿvùlə́	n v u.¹/u l ə.⁵/ə	4 3 7 5 7	ACYBZ	NBYLE	19	19.N.C 19.B.C 19.Y.V 19.L.C 19.E.V	2.0 1.5 1.3 1.75 0.8	nvu.¹/ulə.⁵/ə	0	89	67
11943	air	NNBBuu3	gbísə́ / kə̀gbɪ́sə́nə̄	gb i.⁵/i s ə.⁵/ə	1 7 3 7	AXBZ	KISE	45	45.K.C 45.I.V 45.S.C 45.E.V	2.0 1.5 1.75 0.8	gbi.⁵/isə.⁵/ə	0	72	60
11944	air	MNJBuu4	gbɪ́sə́ / kə̀gbɪ̂sə̀nə́	gb ɪ.⁵/ɪ s ə.⁵/ə	1 7 3 7	AXBZ	KISE	29	29.K.C 29.I.V 29.S.C 29.E.V	2.0 1.5 1.75 0.8	gbɪ.⁵/ɪsə.⁵/ə	0	72	60
11945	air	KEMBuu1	gbɪ́sə́ / kə́gbɪ̂sə̀nə́ ~	gb ɪ.⁵/ɪ s ə.⁵/ə	1 7 3 7	AXBZ	KISE	21	21.K.C 21.I.V 21.S.C 21.E.V	2.0 1.5 1.75 0.8	gbɪ.⁵/ɪsə.⁵/ə	1	72	60
11946	air	KCYBuu2	gbɪ́sə́ / kə́gbɪ́sə́	gb ɪ.⁵/ɪ s ə.⁵/ə	1 7 3 7	AXBZ	KISE	18	18.K.C 18.I.V 18.S.C 18.E.V	2.0 1.5 1.75 0.8	gbɪ.⁵/ɪsə.⁵/ə	1	72	60
11947	air	KHKFang12	bʲə́ / tə̀bʲə́	b j ə.⁵/ə	1 6 7	ACX	PJE	23	23.P.C 23.J.C 23.E.V	2.0 1.5 1.5	bjə.⁵/ə	0	81	65
11948	air	DPNFang13	bʲə́ / tə̀bʲə́kə̄	b j ə.⁵/ə	1 6 7	ACX	PJE	10	10.P.C 10.J.C 10.E.V	2.0 1.5 1.5	bjə.⁵/ə	0	81	65
11949	air	KDVFang1	byé	b j e.⁵/e	1 6 7	ACX	PJE	20	20.P.C 20.J.C 20.E.V	2.0 1.5 1.5	bje.⁵/e	1	81	65
11950	air	KJSFang2	byé	b j e.⁵/e	1 6 7	ACX	PJE	24	24.P.C 24.J.C 24.E.V	2.0 1.5 1.5	bje.⁵/e	0	81	65
11951	air	JGYKoshin3	gbɪ́ː / ø	gb ɪː.⁵/ɪː	1 7	AX	KI	15	15.K.C 15.I.V	2.0 1.5	gbɪː.⁵/ɪː	0	75	61
11952	air	TELKoshin4	gbɪ́í / ø	gb ɪ.⁵/ɪ i.⁵/i	1 7 7	AXZ	KII	50	50.K.C 50.I.V 50.I.V	2.0 1.5 0.8	gbɪ.⁵/ɪi.⁵/i	0	75	61
11953	air	KCSKung3	kə̀fɒ́f / ʊ́fɒ́f	k ə.¹/ə f ɒ.⁵/ɒ f	1 7 3 7 3	AXBYN	KEBOB	17	17.K.C 17.E.V 17.B.C 17.O.V 17.B.c	2.0 1.5 1.75 1.3 0.8	kə.¹/əfɒ.⁵/ɒf	0	87	66
11954	air	NJSKung4	kə̀fə́f~kə̀fɑf / ʊ̀fɑ́f	k ə.¹/ə f ə.⁵/ə f	1 7 3 7 3	AXBYN	KEBEB	41	41.K.C 41.E.V 41.B.C 41.E.V 41.B.c	2.0 1.5 1.75 1.3 0.8	kə.¹/əfə.⁵/əf	0	87	66
11955	air	ZKGKung1	ɪ́zʊ́ʔ / sə́zʊ́ʔ	ɪ.⁵/ɪ z ʊ.⁵/ʊ ʔ	7 3 7 1	XBYN	ISYH	53	53.I.V 53.S.C 53.Y.V 53.H.c	1.5 1.75 1.3 0.8	ɪ.⁵/ɪzʊ.⁵/ʊʔ	0	78	64
11956	air	BNMKung2	sə́zʊ́ʔ / ø	s ə.⁵/ə z ʊ.⁵/ʊ ʔ	3 7 3 7 1	AXBYN	SESYH	7	7.S.C 7.E.V 7.S.C 7.Y.V 7.H.c	2.0 1.5 1.75 1.3 0.8	sə.⁵/əzʊ.⁵/ʊʔ	0	78	64
11957	air	NMNMundabli3	gbé / gbé	gb e.⁵/e	1 7	AX	KE	43	43.K.C 43.E.V	2.0 1.5	gbe.⁵/e	0	75	61
11958	air	CENMundabli2	gbé / gbé	gb e.⁵/e	1 7	AX	KE	8	8.K.C 8.E.V	2.0 1.5	gbe.⁵/e	0	75	61
11959	air	LFNMundabli1	gbé / ø	gb e.⁵/e	1 7	AX	KE	26	26.K.C 26.E.V	2.0 1.5	gbe.⁵/e	1	75	61
11960	air	NINMundabli4	gbé / gbékɛ́n	gb e.⁵/e	1 7	AX	KE	39	39.K.C 39.E.V	2.0 1.5	gbe.⁵/e	1	75	61
11961	air	NGTMunken3	ʊ̀gbáhá /kígbáhá	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	38	38.Y.V 38.K.C 38.A.V 38.H.C 38.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.¹/ʊgba.⁵/aha.⁵/a	0	72	60
11962	air	NUNMunken4	ʊ́gbáhá / ʊ́gbáhá~kígbáhá	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	47	47.Y.V 47.K.C 47.A.V 47.H.C 47.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	0	72	60
11963	air	NEAMunken1	ʊ́gbáhá / ø	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	35	35.Y.V 35.K.C 35.A.V 35.H.C 35.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	1	72	60
11964	air	TNTMunken2	ʊ̀gbásə́ / kìgbáːsə́	ʊ.¹/ʊ gb a.⁵/a s ə.⁵/ə	7 1 7 3 7	XBYBZ	YKASE	51	51.Y.V 51.K.C 51.A.V 51.S.C 51.E.V	1.5 1.75 1.3 1.75 0.8	ʊ.¹/ʊgba.⁵/asə.⁵/ə	1	72	60
11965	air	MCANgun3	ʊ̀gbáhá / bìʊ̀gbáhá~àgbáhá	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	27	27.Y.V 27.K.C 27.A.V 27.H.C 27.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.¹/ʊgba.⁵/aha.⁵/a	0	72	60
11966	air	KBMNgun4	ʊ̀gbáhá / ɪ̀gbáhá~kə́gbáhá	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	16	16.Y.V 16.K.C 16.A.V 16.H.C 16.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.¹/ʊgba.⁵/aha.⁵/a	0	72	60
11967	air	WCANgun1	ʊ́gbáhá / kə́gbáhá	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	52	52.Y.V 52.K.C 52.A.V 52.H.C 52.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	1	72	60
11968	air	AOMNgun2	gbáhá ~ʊ́gbáhá / ʊgbáhá ~kə̀gbáhá	gb a.⁵/a h a.⁵/a	1 7 3 7	AXBZ	KAHA	3	3.K.C 3.A.V 3.H.C 3.A.V	2.0 1.5 1.75 0.8	gba.⁵/aha.⁵/a	0	72	60
11969	air	APBMumfu1	gbɛ́ / gbɛ́ːhó	gb ɛ.⁵/ɛ	1 7	AX	KE	4	4.K.C 4.E.V	2.0 1.5	gbɛ.⁵/ɛ	1	75	61
11970	air	DNMMumfu2	gbɛ́ː  / ø	gb ɛː.⁵/ɛː	1 7	AX	KE	9	9.K.C 9.E.V	2.0 1.5	gbɛː.⁵/ɛː	1	75	61
11971	air	BKBMashi2	dzʊ̄ŋtɪ̄ / ø	d z ʊ.³/ʊ ŋ t ɪ.³/ɪ	1 3 7 4 1 7	ACXMBZ	TSYNTI	6	6.T.C 6.S.C 6.Y.V 6.N.c 6.T.C 6.I.V	2.0 1.5 1.5 1.1 1.75 0.8	dzʊ.³/ʊŋtɪ.³/ɪ	1	77	63
11972	air	KFKMashi1	dzʊ̄ŋtɪ̄ / dzʊ̂ŋtí	d z ʊ.³/ʊ ŋ t ɪ.³/ɪ	1 3 7 4 1 7	ACXMBZ	TSYNTI	22	22.T.C 22.S.C 22.Y.V 22.N.c 22.T.C 22.I.V	2.0 1.5 1.5 1.1 1.75 0.8	dzʊ.³/ʊŋtɪ.³/ɪ	1	77	63
11973	air	ABSMissong1	ʊ́gbáhá / ʊ́gháháwʊ̄~ɪ́gbáhá	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	1	1.Y.V 1.K.C 1.A.V 1.H.C 1.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	1	72	60
11974	air	AGAMissong2	ʊ́gbáhá / ɪ́gháháyī~ʊ́gháháwʊ̄~	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	2	2.Y.V 2.K.C 2.A.V 2.H.C 2.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	1	72	60
14781	air	NCCMumfu4	gbɛ́ / gbɛ́	gb ɛ.⁵/ɛ	1 7	AX	KE	32	32.K.C 32.E.V	2.0 1.5	gbɛ.⁵/ɛ	0	75	61
14782	air	MEAMumfu3	gbɛ́ / gbɛ́	gb ɛ.⁵/ɛ	1 7	AX	KE	28	28.K.C 28.E.V	2.0 1.5	gbɛ.⁵/ɛ	0	75	61
15233	air	NMSMissong4	ʊ́gbáhá / ʊ́gbáhá~kɪ́gbáhásə́	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	44	44.Y.V 44.K.C 44.A.V 44.H.C 44.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	0	72	60
15234	air	NDNMissong5	ʊ̀gbáhá / ʊ̀gbáhá~ɪ́gbáhá	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	34	34.Y.V 34.K.C 34.A.V 34.H.C 34.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.¹/ʊgba.⁵/aha.⁵/a	0	72	60
15683	air	BAAMashi4	fìmfí / fìmfíjə̄	f i.³/i m f i.⁵/i	3 7 4 3 7	AXMBZ	BIMBI	5	5.B.C 5.I.V 5.M.c 5.B.C 5.I.V	2.0 1.5 1.1 1.75 0.8	fi.³/imfi.⁵/i	0	76	62
15684	air	NCMMashi5	dzʊ́ŋtí / dzʊ́ŋtí	d z ʊ.⁵/ʊ ŋ t i.⁵/i	1 3 7 4 1 7	ACXMBZ	TSYNTI	33	33.T.C 33.S.C 33.Y.V 33.N.c 33.T.C 33.I.V	2.0 1.5 1.5 1.1 1.75 0.8	dzʊ.⁵/ʊŋti.⁵/i	0	77	63
16075	air	NFKBiya7	ʊ́gbáhá ~ ʊ́gbásə́ / ø	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	37	37.Y.V 37.K.C 37.A.V 37.H.C 37.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	0	72	60
16076	air	FBCBiya8	ʊ́gbáhá~ʊ́gbásə́ / ʊ́gbáhá~kə́gbáhá ~kə́gbáːsə́	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	13	13.Y.V 13.K.C 13.A.V 13.H.C 13.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	0	72	60
16077	air	ENBBiya1	ʊ́gbáhá  ~ìdzʊ / ɪ́gbáhá́~ ádzʊ́	ʊ.⁵/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	12	12.Y.V 12.K.C 12.A.V 12.H.C 12.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊgba.⁵/aha.⁵/a	0	72	60
17886	air	NSFBiya5	ʊ̀gbáhá / ʊ̀gbáhá	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	46	46.Y.V 46.K.C 46.A.V 46.H.C 46.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.¹/ʊgba.⁵/aha.⁵/a	0	72	60
17887	air	NJNBiya6	ʊ̀gbáhá / ʊ̀gbáhá	ʊ.¹/ʊ gb a.⁵/a h a.⁵/a	7 1 7 3 7	XBYBZ	YKAHA	40	40.Y.V 40.K.C 40.A.V 40.H.C 40.A.V	1.5 1.75 1.3 1.75 0.8	ʊ.¹/ʊgba.⁵/aha.⁵/a	0	72	60
#
4199	amaranthus (green)	NMAAbar1	ǹndǎn / bwɪ̀ndǎn	n.¹/n n d a.¹⁵/a n	4 4 1 7 4	AMBYN	NNTAN	42	42.N.C 42.N.c 42.T.C 42.A.V 42.N.c	2.0 1.1 1.75 1.3 0.8	n.¹/nnda.¹⁵/an	0	92	68
4200	amaranthus (green)	NACAbar2	ǹndán / bə̀ndán	n.¹/n n d a.⁵/a n	4 4 1 7 4	AMBYN	NNTAN	31	31.N.C 31.N.c 31.T.C 31.A.V 31.N.c	2.0 1.1 1.75 1.3 0.8	n.¹/nnda.⁵/an	0	92	68
4201	amaranthus (green)	NVIAjumbu1	ŋgyə̀nə́ / àŋgyə̀nə́	ŋ g j ə.¹/ə n ə.⁵/ə	4 1 6 7 4 7	ACCYBZ	NKJENE	49	49.N.C 49.K.C 49.J.C 49.E.V 49.N.C 49.E.V	2.0 1.5 1.5 1.3 1.75 0.8	ŋgjə.¹/ənə.⁵/ə	0	105	72
